,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
197,토마토 야채 오븐구이,"감자 20g, 고구마 20g, 오릴브오일 2g, 홍피망 15g, 당근 12g, 후추적당량, 소금적당량, 레드어니언 12g, 토마토 25g, 돼지호박 12g, 파마산치즈 2g, 빵가루 5g, 바질약간","['양파는 링으로 자르고 나머지 야채는 0.5cm 주사위모양으로 잘라 볼에 담는다.', '볼에 담긴 야채에 소금을 뿌려 골고루 간이 베이도록 섞는다.', '오븐용기에 야채를 가지런히 깔고 올리브 오일을 뿌리뒤 소금과 후추로 간을 한다.', '그릇에 파마산 치즈와 빵가루를 넣고 잘 섞는다.', '3의 야채 위에 4를 뿌려 덮는다.', '180℃로 예열된 오븐에 굽는다.']",103.0,17.4,3.1,2.8,67
198,시금치비트무침,"주: 시금치(포항초) 30, 적양파 10, 비트 10 드레싱: 발사믹식초 5, 올리고당 3, 올리브유 1, 소금 0.38","['포항초는 깨끗이 씻어 잎을 떼어준다. ', '적양파는 얇게 슬라이스한다.', '비트는 채 썰어 찬물에 담근다. ', '분량의 재료를 섞어 양념장을 만든다', '포항초, 적양파, 비트의 물기를 제거한다.', '물기를 제거한 포항초, 적양파, 비트를 소스에 버무려 낸다.']",38.0,5.6,2.0,1.3,152.6
199,해초탕수,"불린 미역(혹은 물미역) 7, 파래(생것) 10, 김 1.3, 양파 7, 유자청 15, 물 20, 다진 파 4, 다진 마늘 1, 감자전분 10, 계란 7, 콩기름 4","['미역과 파래는 깨끗이 씻어 물기를 짜서 잘게 다지고, 김은 살짝 구워 부스러뜨린다.', '양파와 유자청 건더기는 잘게 다진다. ', '1과 2를 합해 감자전분과 달걀을 넣어 반죽한다.', '반죽을 동그랗게 뭉쳐 기름에 튀긴다.', '유자청 국물에 물을 섞어 팬에 넣고 걸쭉하게 끓여 소스를 만든다. ', '해초튀김에 소스를 곁들여 낸다.']",128.7,19.5,2.1,4.9,132.8
200,호두떡볶이,"호두 15, 올리브유 4, 떡볶이 떡 80, 올리고당 20, 간장 1.5, 검정깨(볶은 것) 0.5","['호두는 굵게 다진다.', '다진 호두는 마른 팬에 살짝 볶는다. ', '팬에 기름을 두르고 떡이 말랑해질 때까지 볶는다. ', '떡이 익으면 올리고당과 간장을 넣어 살짝 볶는다.', '호두를 넣어 맛이 어우러지도록 조금 더 볶는다. ', '검은깨를 뿌려내 완성한다.']",383.1,57.1,5.8,15.0,219.7
201,준순콩나물밥,"주: 쌀 90, 콩나물 30, 삶은 죽순 40, 녹차 우린 물 90 양념장: 간장 4, 고춧가루 0.5, 설탕 1, 깨소금 0.5, 다진파 2.5, 다진마늘 1.25, 청양고추 2.5, 홍고추 1.25, 맛술 3.75, 참기름 1","['콩나물은 깨끗이 씻어 꼬리를 뗀다. ', '죽순은 빗살무늬를 살려 한입 크기로 얄팍하게 썬다. ', '양념장 재료를 모두 섞어 양념장을 만든다. ', '솥에 씻은 쌀을 넣고 콩나물과 죽순을 올리고 녹차 우린 물을 부어 밥을 짓는다.', '밥이 다 되면 뜸을 들여준다.', '밥을 푸고 양념장을 넣어 비벼 먹는다.']",368.0,75.1,10.1,2.3,226.4
202,멍게비빔밥,"비빔밥: 쌀밥 210, 멍게살 50, 부추 10, 무순 5, 김 0.5, 참기름 4, 통깨 1.5 양념장: 고추장 5, 설탕 1, 레몬즙 3, 간 양파 3, 매실액 3","['멍게는 꼭지를 따고 껍질을 벗겨 한입 크기로 썬다. ', '부추는 2cm 길이로 썬다.', '김도 부추와 같은 길이로 가늘게 채 썬다. ', '양념장 재료를 모두 섞어 양념장을 만든다. ', '손질한 멍게에 참기름을 넣어 가볍게 버무린다. ', '그릇에 밥을 담고 부추, 무순, 멍게, 김, 통깨를 올리고 양념장을 넣어 비벼 먹는다.']",399.5,73.3,9.7,6.2,532.8
203,키조개샤브샤브,"주: 키조개관자 60, 당근 10, 참나물 10, 애호박 10, 표고버섯 20, 느타리버섯 30, 팽이버섯 30, 다시마 국물 200(물 300, 다시마 1, 대파 5) 소스: 간장 4.5, 사과식초 2.5, 올리고당 3.5","['냄비에 물, 건다시마, 대파를 넣고 약불에서 30분간 맛이 우러나게 끓인다.', '체에 걸러 다시마 국물을 만든다. ', '키조개 관자를 얇게 자른다. ', '당근은 껍질을 벗기고 채소와 버섯은 깨끗이 씻어 한입 크기로 자른다. ', '소스 재료를 냄비에 넣고 약불에서 5분간 끓여 양념장을 만든다. ', '샤브샤브 냄비에 1을 넣고 끓으면 키조개 관자, 채소, 버섯을 넣고 살짝 익혀 소스에 찍어 먹는다.']",85.4,10.6,9.3,1.0,424.8
204,가자미쑥국,"가자미 50, 모시조개 15, 쑥 20, 물 200, 된장 9, 대파 4, 들깨가루 6","['가자미는 비늘, 내장, 지느러미를 제거하고 3등분 한다. ', '물에 된장을 풀어 끓인다. ', '가자미와 모시조개를 넣고 20분 더 끓인다. ', '쑥을 넣고 5분간 팔팔 끓인다.', '대파와 들깨가루를 넣어 살짝 끓여낸다. ', '그릇에 가자미, 쑥을 우선 담고 국믈을 곁에 부어주며 담아낸다.']",123.4,3.7,15.2,4.9,567.7
205,오리고기곰피쌈,"주: 오리고기 50g, 곰피 20g, 무순 10g, 올리브유 4 소스: 오미자 액기스 1g, 고추장 6g, 설탕 2g, 식초 2.5g, 물 2.5g","['곰피를 데쳐 찬물에 헹군다.', '헹군 곰피는 10cm길이로 자른다. ', '오미자액기스, 고추장, 설탕, 식초, 물을 섞어 오미자 초고추장 소스를 만든다.', '팬에 오리고기를 굽는다. ', '곰피에 오리구이와 무순을 올리고 오미자 초고추장을 발라 돌돌 말아준다.', '그릇에 담아 완성한다.']",137.3,7.8,10.3,7.1,355.9
206,민들레무침,"주: 민들레 15, 양파 10 양념: 고춧가루 1.25, 깨소금 1, 소금 0.25, 다진 파 1.25, 다진 마늘 0.5, 매실액 4.5","['민들레는 흐르는 물에 씻는다.', '깨끗이 씻은 민들레는 한입 크기로 뜯고 물기를 살짝 제거해준다.', '양파는 얇게 채썬다. ', '양념장 재료를 모두 섞어 양념장을 만든다. ', '양파와 민들레를 볼에 담고 양념을 넣어 가볍게 무쳐낸다. ', '그릇에 담아 마무리 한다.']",24.9,4.0,1.0,0.9,127.9
207,취나물들깨무침,"참취 70g, 간장 1.5g, 소금 0.5g, 다진 파 2.25g, 다진 마늘 1g, 들기름 3g, 거피들깨가루 6g","['취나물을 끓는 물에 살짝 데친다.', '데친 취나물은 찬물에 헹군다.', '취나물을 가볍게 짜서 물기를 제거하고 5cm 길이로 자른다. ', '나머지 재료를 모두 섞어 양념장을 준비한다. ', '볼에 취나물을 담고 양념장을 넣어 조물조물 무쳐낸다. ', '무쳐낸 나물을 그릇에 담아 마무리한다.']",83.4,5.5,3.5,5.7,256.1
208,오븐에 구운 또띠아 칩과 아보카도 딥,"또띠아 25g, 양파다진것 5g, 할라피뇨다진것 2g, 마늘다진것 3g, 아보카도 12g, 라임주스 3g, 토마토 30g, 소금 적당량","['또띠아는 6등분 한다.', '양파, 할라피뇨, 마늘을 잘게 다진다.', '아보카도는 껍질을 제거하고 토마토는 씨를 제거하여 각각 1cm 주사위모양으로 자른다.', '170℃로 예열한 오븐에 또띠아를 넣어 바삭하게 굽는다.', '볼에 2를 넣고 잘 섞어 페이스트를 만들다가 아보카도를 함께 넣고 으깬 후 토마토를 넣고 라임주스, 소금으로 맛을 낸다.', '구워 낸 또띠아 칩을 찍어 먹을 수 있도록 아보카도딥을 작은 그릇에 담아낸다.']",139.0,24.1,2.6,3.9,40
209,절편꽃말이떡,"절편 35, 거피녹두 12.5, 물 200, 다진 호두 2, 진달래꽃 2.5, 설탕 2, 소금 0.2","['거피녹두를 깨끗이 씻는다.', '씻은 녹두에 물을 넣고 푹 삶아낸다. ', '삶아 낸 녹두를 체에 밭쳐 물기를 제거하고 으깬다. ', '마른 팬에 녹두 소를 넣어 살짝 볶아 수분을 날린 다음 설탕, 소금으로 간한다.', '절편을 5cm 길이로 잘라 밀대로 얇게 민다. ', '절편에 녹두소와 호두를 넣고 돌돌 말아 진달래를 붙인다.']",115.6,20.2,3.2,1.7,132.5
210,가지볶음,"가지 70g, 생강 0.5g, 고추장 2g, 물엿 2g, 통깨 0.5g, 들기름 2g","['가지를 깨끗하게 씻는다.', '가지를 1x1x4cm 크기로 자른다.', '생강을 곱게 다진다.', '다진 생강과 고추장, 물엿, 통깨를 섞어 양념장을 만든다.', '팬에 들기름을 넣고 센불에서 가지를 볶는다.', '가지가 다 볶아지면 양념장을 넣고 섞일 정도로만 볶는다.']",37.6,4.7,0.9,2.5,68
211,고등어 강정,"고등어 35g, 전분 5g, 땅콩 1g, 튀김기름 5g [고등어 밑 양념]생강즙 1g, 청주 2g, 소금적당량, 후춧가루 적당량[조림장]간장 1g, 고추장 3g, 토마토케첩 3g, 설탕 1g, 물엿 3g, 물 5g","['고등어는 머리를 자른 뒤 내장을 빼고 잘 씻어 물기를 제거한다.', '1의 살만 포를 떠서 한입 크기로 자른 뒤 청주, 생강즙, 소금, 후춧가루를 뿌려 밑간 한다.', '전분을 앞, 뒤로 묻혀 170℃ 튀김 기름에 2번 바삭하게 튀긴다.', '땅콩은 껍질을 벗긴 뒤 비닐봉지에 담아 밀대로 찧어 굵게 다진다.', '냄비에 간장, 고추장, 설탕, 물엿을 넣고 끓여 조림장을 만든다.', '조림장이 반으로 졸아들면 튀긴 고등어와 땅콩을 넣고 살살 뒤집어가며 윤기나게 버무린다.']",154.6,10.1,7.8,9.1,207
212,꽃게볶음,"꽃게 70g, 청주 2g, 전분 3g, 실파 5g, 참기름 2g, 건고추 3g, 마늘다진것 3g, 생강다진것 2g, 소금적당량, 후춧가루적당량 [양념장]간장 2g, 청주 2g, 설탕 3g, 물 3g","['솔을 이용해 게를 깨끗이 씻어 물기를 뺀 뒤 등딱지를 떼고 먹기 좋은 크기로 토막내 소금, 후춧가루, 청주로 밑간 한다.', '전분을 묻힌 뒤 찜통에 찐다.', '마늘, 생강은 얇게 편썰고 실파는 3cm 길이로 썰고 건 고추는 어슷하게 썬다.', '팬에 기름을 두르고 마늘, 생강, 건고추를 넣고 볶는다.', '매콤한 향이 나면 양념장을 넣고 살짝 볶으면서 찐 게를 넣어 맛이 베이도록 뒤적이며 볶는다.', '마지막에 실파를 넣고 참기름으로 향을 낸다.']",109.0,10.1,10.3,2.9,317
213,다시마칩,"다시마 25g, 꿀 7g, 참께 4g, 오트밀 4g","['다시마를 젖은 행주로 깨끗하게 닦는다.', '다시마를 4x5cm 크기로 자른다.', '자른 다시마를 파이팬에 올린다.', '예열된 오븐에서 다시마를 굽는다.', '구운 다시마에 꿀을 묻힌다.', '참깨나 오트밀을 묻힌다.']",61.0,10.3,1.6,2.5,139
214,브로콜리 쇠고기 볶음,"브로콜리 70g, 쇠고기안심 30g, 물전분 6g, 당근 10g, 마늘다진것 3g, 간장 3g, 생강 3g, 설탕 3g, 식물성기름 2g, 소금적당량","['브로콜리는 소금물에 담궜다가 씻는다.', '브로콜리를 작은 송이로 자른 뒤 기름, 소금을 넣은 물에 데쳐 찬물에 헹군다.', '생강과 당근, 마늘, 소고기를 얇게 슬라이스 한다.', '소고기를 밑간 한 뒤 10분 정도 재웠다가 기름을 두르고 살짝 익힌다.', '마늘, 생강, 당근, 익혀둔 소고기를 팬에 넣고 브로콜리를 넣어 볶는다.', '물 전분을 이용해 소스의 농도를 맞춘다.']",124.0,13.9,1.2,4.1,300
215,새우살을 채운 두부 스프(미네스트로네),"새우 35g, 두부 50g, 당근 10g, 돼지호박 10g, 참기름 1g, 생강 1g, 양파 10g, 마늘다진것 1g, 닭육수 70g, 굴소스 3g, 간장 2g, 소금적당량[새우 마리네이션]달걀흰자 5g, 전분 2g, 소금 적당량","['새우살을 다져서 양념한다.', '두부는 4x3cm로 썰어 한 쪽 면은 속을 파내고 간이 된 새우살을 채운 뒤 전분을 묻혀 지진다.', '당근, 양파, 돼지호박은 1.5x1.5x0.2cm 크기로 썬다.', '팬에 참기름을 두르고 3을 타지 않도록 잘 볶은 뒤 생강, 다진 마늘을 넣고 볶다가 닭육수를 넣어 끓인다.', '육수에 간장과 굴소스로 간을 맞춘다.', '그릇에 지져낸 새우살을 채운 두부를 넣고 끓인 미네스트로네를 담는다.']",117.0,5.9,13.8,4.6,361
216,시저 샐러드,"상추/로메인 60g, 마늘다진것 3g, 앤쵸비 3g, 소금 적당량, 후추 적당량, 달걀노른자 5g, 레몬주스 3g, 올리브오일 1g, 파마산 치즈 5g, 도미살 30g, 밀가루 8g, 달걀물 5g, 빵가루 4g[크루퉁]파슬리다진것 2g, 오레가노다진것 1g, 식빵 20g, 소금적당량, 후추 적당량","['상추 잎을 떼내어 잘 씻은 다음 물기를 제거하고 적당한 크기로 잘라 냉장고에서 보관한다.', '크루통을 만들고 서빙하기 전까지 따로 보관한다.', '마늘, 앤초비, 소금, 후추를 넣고 페이스트를 만든 뒤 달걀 노른자, 레몬주스를 넣고 섞는다.', '3에 올리브오일을 넣어 진한 농도가 나도록 한 뒤 파마산치즈를 넣고 상추를 넣어 잘 섞는다.', '도미살을 손가락 길이로 썰어 소금, 후추로 간을 하고 밀가루, 달걀물, 빵가루 순으로 묻혀 170℃ 정도의 기름에서 튀긴다.', '차가운 접시에 4, 5를 담고 크루통을 뿌린다.']",213.0,24.5,14.5,6.4,220
217,연두부 무순 냉국,"연두부 75g, 무순 10g, 대파 5g, 청고추 3g, 홍고추 3g, 쑥갓 2g, 통깨 1g, 소금적당량[냉국 국물] 다시마육수 90g, 간장 4g, 맛술 2g, 식초 2g, 설탕 3g","['무순의 잡티를 제거한 뒤 물에 흔들어 씻어 물기를 뺀다.', '연두부는 적당한 크기로 나눈다.', '다시마 육수에 분량의 재료를 섞어 냉국 국물을 만든 뒤 냉장고에 넣어 차갑게 만든다.', '청, 홍고추, 대파는 2cm 길이로 곱게 채 썬다.', '냉국 그릇에 2의 연두부를 담고 무순, 채썬 대파, 청, 홍고추를 가지런히 올린다.', '5의 연두부에 차게 준비한 냉국 국물을 붓고 쑥갓을 얹은 뒤 통깨를 뿌린다.']",71.0,6.3,6.0,3.0,223
218,차가운 당근 수프,"당근 80g, 버터 2g, 양파다진것 10g, 생강다진것 1g, 마늘다진것 2g, 야채육수 50g, 오렌지주스 20g, 생크림 5g, 당근주스 30g, 소금적당량","['버터를 녹인 냄비에 양파, 생강, 마늘 다진 것을 넣고 양파가 반투명해 질 때까지 볶는다.', '1에 얇게 썬 당근을 넣고 볶는다.', '2에 야채육수, 오렌지주스를 넣고 당근이 익을 때까지 끓인다.', '믹서에 3을 넣고 갈아준 뒤 차갑게 한다.', '제공하기 직전에 크림을 넣어 섞은 뒤 당근주스를 넣는다.', '소금, 후추로 마지막 간을 하고 차가운 볼에 담는다.']",84.0,13.2,2.3,3.3,57
219,태국식 불고기 샐러드,"쇠고기 30g, 애호박 20g, 토마토 25g, 가지 15g, 양파 8g, 새송이버섯 15g, 그린 샐러드적당량[불고기 드래싱] 풋고추 3g, 홍고추 3g, 마늘 1g, 고춧가루 1g, 레몬주스 3g, 타바스코 1g[카레오일]올리브오일 1g, 로즈마리 1g, 민트 1g, 카레가루 2g","['소고기는 불고기용으로 손질하여 소금, 후추로 밑간한다.', '애호박, 토마토, 가지, 양파, 새송이버섯을 채 썬 뒤 볶는다.', '밑간해 둔 소고기를 굽는다.', '접시에 밥을 깔고 그 위에 그린샐러드를 올린 뒤 익혀놓은 고기와 볶아놓은 야채들을 올린다.', '마지막으로 드래싱을 뿌린다.']",89.0,8.8,8.3,3.1,242
220,팽이버섯 야채볶음,"팽이버섯 70g, 청경채 50g, 참기름 2g, 식용유 2g, 물전분 6g, 소금 적당량","['팽이버섯은 밑동을 제거하고 4cm 길이로 자른다.', '청경채는 겉잎을 떼어낸 뒤 반으로 가른 뒤 팽이버섯과 같은 길이로 자른다.', '썰어 놓은 팽이버섯과 청경채를 끓는 물에 데친다.', '기름을 두른 팬에 팽이버섯과 청경채를 볶는다.', '물 전분을 넣어 농도를 맞춘다.', '참기름을 뿌려 완성한다.']",83.0,10.9,2.6,4.4,14
221,딸기연두부쉐이크,"딸기 100g, 연두부 50g, 바나나 50g, 올리고당 10g","['딸기를 깨끗이 씻는다. ', '딸기의 꼭지를 뗀다.', '딸기, 바나나를 잘게 썰어 믹서에 넣는다. ', '연두부를 믹서에 넣고 함께 간다. ', '올리고당을 넣는다. ', '컵에 담아 완성한다.']",121.0,25.3,4.0,1.5,5.5
222,봄주먹밥," 1인분 봄동 10g, 깻잎 6g, 낙지다리 6g, 참기름 3g 두릎 8g, 올리브유 4g, 미나리 3g 주먹밥 데친꼬막살 12g, 올리브유 4g, 밥 100g, 참깨 3g 두부강된장 참기름 10g, 다진양파 14g, 다진당근 14g, 다진애호박 14g, 물 150g, 된장 14g, 고춧가루 4g, 다진마늘 4g, 붉은고추 4g","['봄동과 깻잎은 데친 뒤 체에 밭쳐 물기를 제거한다.', '데친 꼬막살은 물기를 제거하고 다져 올리브유로 양념한 밥에 참께와 함께 버무린 후 한입 크기로 주먹밥을 만든다.', '낙지 다리는 데처 찬물에 담가 식힌 뒤 참기름(3g)에 양념하고, 두릅은 데쳐 물기를 제거한 뒤 올리브유로 양념한다.', '봄동에 꼬막밥을 넣고 만 뒤 껫잎으로 싸고 데친 미나리로 묶어 봄주먹밥을 만든다.', '냄비에 참기름을 두르고 양파, 당근, 애호박을 볶은 뒤 물, 된장, 고춧가루, 다진마늘, 붉은고추, 청양고추, 두부를 넣고 조려 두부강된장을 만든다.', '봄주먹밥에 낙지와 두릅, 두부강된장을 곁들여 마무리한다.']",252.4,19.63,4.29,2.12,118.1
223,구운 주먹밥,"현미(100g), 톳(30g), 생김(5g), 달걀(50g), 밥 밑간 참기름(4g), 참깨(2g), 톳 무침양념 설탕(2g), 식초(2g)","['현미로 밥을 지은 뒤 밥 밑간을 넣고 섞는다.', '톳에 톳 무침양념을 넣고 버무린다.', '밥에 톳을 넣고 버무린다.', '밥을 먹기 좋은 크기로 둥글게 뭉친 뒤 부순 생김을 골고루 묻힌다.', '주먹밥을 달걀물을 입힌다.', '팬에 구워 마무리한다.']",335.1,35.43,5.79,6.84,79.4
224,풋마늘오징어김치,"주: 풋마늘 20, 물 200, 건오징어 5 양념: 밀가루 1.25, 물 20, 소금 0.25, 고춧가루 0.6, 새우젓 0.75, 멸치액젓 0.2g, 설탕 1, 통깨 0.5, 생강즙 0.25","['풋마늘을 깨끗이 씻어 5cm 길이로 썬다. ', '물에 풋마늘을 30분 정도 담가 매운맛을 뺀다. ', '오징어를 1cm x 5cm 크기로 썬다. ', '밀가루와 물을 섞어 약불에서 풀을 쑤어 차게 식힌다.', '풀에 나머지 양념장 재료를 모두 넣어 섞는다. ', '풋마늘과 오징어에 양념장을 넣고 버무려 즉석에서 먹거나 살짝 익혀 먹는다.']",39.2,3.8,4.7,0.8,220.8
